primaryTitle,titleType,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
Iron Monkey,movie,1993,NA,90,"Action,Crime,Drama",7.5,15232
College Road Trip,movie,2008,NA,83,"Adventure,Comedy,Drama",4.3,15229
Postcards from the Edge,movie,1990,NA,101,"Comedy,Drama",6.7,15227
Gods and Generals,movie,2003,NA,219,"Biography,Drama,History",6.4,15225
Sleepover,movie,2004,NA,89,"Comedy,Family,Romance",5.4,15223
Sunset,tvEpisode,2010,NA,47,"Crime,Drama,Thriller",9.3,15223
Brigsby Bear,movie,2017,NA,97,"Comedy,Drama",7.3,15223
Metalocalypse,tvSeries,2006,2013,11,"Animation,Comedy,Music",8.2,15222
Ibiza,movie,2018,NA,94,"Comedy,Romance",5.2,15211
Chapter 6: The Prisoner,tvEpisode,2019,NA,43,"Action,Adventure,Sci-Fi",8.4,15211
Fearless 2,movie,2012,NA,120,"Action,Comedy",4.8,15210
Great Balls of Fire!,movie,1989,NA,108,"Biography,Drama,Music",6.3,15204
Mr. Mercedes,tvSeries,2017,2019,60,"Mystery,Sci-Fi,Thriller",7.9,15193
The Man in the Moon,movie,1991,NA,99,"Drama,Romance",7.4,15187
Judgment Night,movie,1993,NA,110,"Action,Crime,Drama",6.7,15187
The Locked Room,tvEpisode,2014,NA,60,"Crime,Drama,Mystery",9.2,15186
Fresh Meat,tvSeries,2011,2016,50,"Comedy,Drama",7.9,15181
The Madness of King George,movie,1994,NA,110,"Biography,Comedy,Drama",7.2,15172
The Mirror Has Two Faces,movie,1996,NA,126,"Comedy,Drama,Romance",6.6,15170
The Dish,movie,2000,NA,101,"Comedy,Drama,History",7.1,15169
Tru Calling,tvSeries,2003,2005,43,"Drama,Fantasy,Mystery",7.4,15165
Catastrophe,tvSeries,2015,2019,24,Comedy,8.2,15165
Cocoon: The Return,movie,1988,NA,116,"Adventure,Comedy,Mystery",5.5,15162
Big Bad Wolves,movie,2013,NA,110,"Drama,Horror,Thriller",6.8,15161
When the Game Stands Tall,movie,2014,NA,115,"Drama,Sport",6.7,15156
In a Valley of Violence,movie,2016,NA,104,"Action,Western",6,15156
Beyond the Lights,movie,2014,NA,116,"Drama,Music,Romance",6.9,15145
Memories,movie,1995,NA,113,"Animation,Comedy,Fantasy",7.6,15143
Jennifer 8,movie,1992,NA,124,"Crime,Drama,Mystery",6.3,15139
The Dragon Prince,tvSeries,2018,NA,26,"Adventure,Animation,Drama",8.4,15135
Fur: An Imaginary Portrait of Diane Arbus,movie,2006,NA,122,"Biography,Drama,Romance",6.5,15102
Much More,tvEpisode,2019,NA,59,"Action,Adventure,Fantasy",8.9,15102
Intermission,movie,2003,NA,105,"Comedy,Crime,Drama",6.8,15097
Wakefield,movie,2016,NA,106,Drama,6.3,15084
Prom Night,movie,1980,NA,92,"Horror,Thriller",5.4,15076
The Ellen DeGeneres Show,tvSeries,2003,NA,60,"Comedy,Talk-Show",7,15075
The Hallow,movie,2015,NA,97,"Fantasy,Horror,Thriller",5.7,15075
Waves,movie,2019,NA,135,"Drama,Romance,Sport",7.6,15066
In Treatment,tvSeries,2008,2010,25,Drama,8.3,15063
Thumbelina,movie,1994,NA,86,"Animation,Family,Fantasy",6.3,15058
The Door in the Floor,movie,2004,NA,111,"Comedy,Drama",6.6,15054
Time After Time,movie,1979,NA,112,"Adventure,Drama,Sci-Fi",7.1,15047
Kidding,tvSeries,2018,2020,30,"Comedy,Drama",8,15047
Who Is America?,tvSeries,2018,2018,30,Comedy,8.3,15047
Who's Harry Crumb?,movie,1989,NA,94,"Comedy,Mystery",5.9,15045
Rememory,movie,2017,NA,111,"Drama,Mystery,Sci-Fi",6.2,15037
Summer Catch,movie,2001,NA,104,"Comedy,Drama,Romance",5.1,15033
An Ideal Husband,movie,1999,NA,97,"Comedy,Romance",6.8,15020
Wedding Daze,movie,2006,NA,91,"Comedy,Romance",5.6,15012
Quicksand,tvSeries,2019,2019,45,"Crime,Drama",7.5,15005
The Distinguished Gentleman,movie,1992,NA,112,"Comedy,Crime",5.9,15001
Tales from the Darkside,movie,1990,NA,93,"Comedy,Fantasy,Horror",6.3,14999
Mrs. Henderson Presents,movie,2005,NA,103,"Comedy,Drama,Music",7,14998
Mood Indigo,movie,2013,NA,131,"Comedy,Drama,Fantasy",6.5,14998
10,movie,1979,NA,122,"Comedy,Romance",6.1,14993
The Man Who Killed Don Quixote,movie,2018,NA,132,"Adventure,Comedy,Drama",6.4,14993
King Ralph,movie,1991,NA,97,"Comedy,Romance",5.3,14992
Paradise Lost: The Child Murders at Robin Hood Hills,movie,1996,NA,150,"Crime,Documentary",8.3,14985
Race 2,movie,2013,NA,150,"Action,Crime,Thriller",5.3,14985
My Mad Fat Diary,tvSeries,2013,2015,47,"Comedy,Drama,Romance",8.4,14984
The Horde,movie,2009,NA,90,"Action,Horror",5.9,14978
Gardener,movie,2003,NA,181,"Drama,Romance",7.4,14973
The Joy Luck Club,movie,1993,NA,139,Drama,7.7,14972
City of Men,movie,2007,NA,106,"Crime,Drama",7.2,14965
Cave of Forgotten Dreams,movie,2010,NA,90,"Documentary,History",7.4,14964
When We Were Kings,movie,1996,NA,88,"Documentary,Sport",8,14949
Chapter 8: Redemption,tvEpisode,2019,NA,48,"Action,Adventure,Sci-Fi",9.3,14946
Parkland,movie,2013,NA,93,"Drama,History,Mystery",6.4,14941
Psycho-Pass,tvSeries,2012,NA,25,"Action,Animation,Crime",8.2,14941
Recep Ivedik 4,movie,2014,NA,117,Comedy,3.7,14941
Tess,movie,1979,NA,186,"Drama,Romance",7.3,14936
Band Baaja Baaraat,movie,2010,NA,139,"Comedy,Drama,Romance",7.2,14927
Nattevagten,movie,1994,NA,107,"Horror,Thriller",7.2,14914
Raid,movie,2018,NA,122,"Action,Crime,Drama",7.4,14911
What's the Worst That Could Happen?,movie,2001,NA,94,"Comedy,Crime",5.5,14902
Danny Phantom,tvSeries,2004,2007,30,"Action,Adventure,Animation",7.1,14902
Jakob the Liar,movie,1999,NA,120,"Drama,War",6.6,14897
Bottle Shock,movie,2008,NA,110,"Comedy,Drama",6.8,14896
American Pastoral,movie,2016,NA,108,"Crime,Drama",6.1,14888
Visitor Q,movie,2001,NA,84,"Comedy,Drama,Horror",6.6,14887
The Tick,tvSeries,2016,2019,29,"Action,Adventure,Comedy",7.4,14885
The Gate,movie,1987,NA,85,"Fantasy,Horror",6.1,14884
Girlboss,tvSeries,2017,2017,26,Comedy,7,14882
Convoy,movie,1978,NA,110,"Action,Drama",6.4,14880
White God,movie,2014,NA,121,"Drama,Thriller",6.9,14875
"Walker, Texas Ranger",tvSeries,1993,2001,43,"Action,Adventure,Crime",5.5,14869
SEAL Team,tvSeries,2017,NA,43,"Action,Drama,War",7.5,14869
Europa Europa,movie,1990,NA,112,"Drama,History,War",7.6,14857
Infinitely Polar Bear,movie,2014,NA,90,"Comedy,Drama,Romance",7,14857
Innocence,movie,1997,NA,110,Drama,8.2,14850
Affliction,movie,1997,NA,114,"Drama,Mystery,Thriller",7,14846
Body of Proof,tvSeries,2011,2013,60,"Comedy,Crime,Drama",7.1,14846
Party Monster,movie,2003,NA,98,"Biography,Crime,Drama",6.3,14841
The Oogieloves in the Big Balloon Adventure,movie,2012,NA,88,"Adventure,Family,Fantasy",2.1,14839
Student of the Year,movie,2012,NA,146,"Comedy,Drama,Romance",5.3,14837
Kirk Cameron's Saving Christmas,movie,2014,NA,79,"Comedy,Family",1.4,14837
Hotchpotch: Fun Unlimited,movie,2006,NA,150,"Action,Comedy,Drama",7.4,14836
Wounds,movie,2019,NA,95,"Drama,Horror,Mystery",4,14818
Jin-Roh: The Wolf Brigade,movie,1999,NA,102,"Animation,Drama,Fantasy",7.4,14817
Khakee,movie,2004,NA,174,"Action,Crime,Drama",7.4,14817
The Game Changers,movie,2018,NA,86,Documentary,7.9,14814
Private Life,movie,2018,NA,123,"Comedy,Drama",7.2,14813
How to Make It in America,tvSeries,2010,2011,30,"Comedy,Drama",7.9,14812
A Coffee in Berlin,movie,2012,NA,86,"Comedy,Drama",7.4,14806
A Taxi Driver,movie,2017,NA,137,"Action,Drama,History",7.9,14803
The Jungle Book 2,movie,2003,NA,72,"Adventure,Animation,Family",5.4,14798
Atlantic City,movie,1980,NA,104,"Crime,Drama,Romance",7.3,14794
Misconduct,movie,2016,NA,106,"Crime,Drama,Mystery",5.3,14787
Dying Young,movie,1991,NA,111,"Drama,Romance",6.1,14780
The Castle,movie,1997,NA,85,"Comedy,Drama",7.7,14775
Merry Christmas Mr. Lawrence,movie,1983,NA,123,"Drama,War",7.3,14768
Northern Exposure,tvSeries,1990,1995,60,"Comedy,Drama",8.2,14768
Life in a Day,movie,2011,NA,95,"Documentary,Drama",7.7,14761
New Kids Turbo,movie,2010,NA,84,"Action,Comedy",6.4,14753
Ready,movie,2011,NA,145,"Action,Comedy",4.7,14753
Dragonslayer,movie,1981,NA,108,"Action,Adventure,Fantasy",6.7,14749
Medici,tvSeries,2016,2019,60,"Biography,Drama,History",7.9,14748
The Consequences of Love,movie,2004,NA,100,"Crime,Drama,Romance",7.5,14740
Detention,movie,2011,NA,95,"Comedy,Horror,Mystery",5.7,14739
Your Lie in April,tvSeries,2014,2015,23,"Animation,Drama,Music",8.6,14733
Cannonball Run II,movie,1984,NA,108,"Action,Comedy",5.1,14732
Quest for Camelot,movie,1998,NA,86,"Adventure,Animation,Comedy",6.3,14726
Prom,movie,2011,NA,104,"Comedy,Drama,Family",5.4,14726
Taxi to the Dark Side,movie,2007,NA,106,"Crime,Documentary,War",7.4,14725
The Trip to Italy,movie,2014,NA,108,"Comedy,Drama",6.6,14721
The Guru,movie,2002,NA,94,"Comedy,Music,Romance",5.3,14716
Freejack,movie,1992,NA,110,"Action,Crime,Sci-Fi",5.4,14713
Hands of Stone,movie,2016,NA,111,"Biography,Drama,Sport",6.6,14712
Life Itself,movie,2014,NA,121,"Biography,Documentary",7.8,14711
Collide,movie,2016,NA,99,"Action,Crime,Thriller",5.7,14710
Breakout Kings,tvSeries,2011,2012,43,"Crime,Drama,Thriller",7.3,14706
Chapter One: MADMAX,tvEpisode,2017,NA,48,"Drama,Fantasy,Horror",8.3,14704
Warlock,movie,1989,NA,103,"Action,Fantasy,Horror",6.2,14703
Love Nowadays,movie,2009,NA,128,"Comedy,Drama,Romance",6.8,14701
"Of Banquets, Bastards and Burials",tvEpisode,2019,NA,62,"Action,Adventure,Fantasy",8.6,14697
Resurrection,tvSeries,2014,2015,43,"Drama,Fantasy",7.3,14696
Project A,movie,1983,NA,105,"Action,Comedy",7.4,14693
Children of a Lesser God,movie,1986,NA,119,"Drama,Romance",7.2,14690
Seven Thirty-Seven,tvEpisode,2009,NA,47,"Crime,Drama,Thriller",8.7,14688
Lost Girls,movie,2020,NA,95,"Drama,Mystery,Thriller",6.1,14683
The Seeker: The Dark Is Rising,movie,2007,NA,99,"Adventure,Drama,Family",4.8,14679
Servant,tvSeries,2019,NA,30,"Drama,Horror,Thriller",7.6,14673
The Company of Wolves,movie,1984,NA,95,"Drama,Fantasy,Horror",6.7,14668
First They Killed My Father,movie,2017,NA,136,"Biography,Drama,History",7.2,14659
D.E.B.S.,movie,2004,NA,91,"Action,Comedy,Romance",5.3,14652
Triumph of the Will,movie,1935,NA,114,"Documentary,History,War",7.3,14649
The Best Man Holiday,movie,2013,NA,123,"Comedy,Drama",6.7,14647
Ófærð,tvSeries,2015,NA,60,"Crime,Drama,Mystery",8.1,14641
Tosh.0,tvSeries,2009,NA,22,Comedy,7.3,14640
Kardes Payi,tvSeries,2014,2015,70,"Comedy,Drama,Family",8.6,14636
Shocker,movie,1989,NA,109,"Comedy,Horror,Thriller",5.5,14634
Girl Most Likely,movie,2012,NA,103,Comedy,5.8,14629
Edison,movie,2005,NA,99,"Action,Crime,Drama",5.3,14624
North Face,movie,2008,NA,126,"Adventure,Biography,Drama",7.4,14624
Flight 7500,movie,2014,NA,80,"Horror,Mystery,Sci-Fi",4.8,14624
Blade of the Immortal,movie,2017,NA,140,"Action,Drama",6.8,14610
The Pretender,tvSeries,1996,2000,60,"Drama,Mystery,Sci-Fi",7.5,14607
Müslüm,movie,2018,NA,136,"Biography,Drama,Music",7.8,14605
The Deep Blue Sea,movie,2011,NA,98,"Drama,Romance",6.2,14604
Ashby,movie,2015,NA,100,"Comedy,Crime,Drama",6.4,14600
Son of the Bride,movie,2001,NA,123,"Comedy,Drama",7.8,14598
Sword of the Stranger,movie,2007,NA,103,"Action,Adventure,Animation",7.8,14597
Blind Fury,movie,1989,NA,86,"Action,Comedy,Crime",6.4,14593
Chapter 5: The Gunslinger,tvEpisode,2019,NA,35,"Action,Adventure,Sci-Fi",7.6,14590
Blue Mountain State: The Rise of Thadland,movie,2016,NA,90,"Comedy,Sport",5.8,14589
Luther,movie,2003,NA,123,"Biography,Drama,History",6.6,14586
The Man with One Red Shoe,movie,1985,NA,92,"Comedy,Thriller",5.7,14574
Samba,movie,2014,NA,118,"Comedy,Drama,Romance",6.7,14573
The Accidental Tourist,movie,1988,NA,121,"Drama,Romance",6.8,14572
Extraterrestrial,movie,2014,NA,101,"Action,Horror,Mystery",5,14565
Sabotage,movie,1936,NA,76,"Crime,Thriller",7.1,14563
The Night Listener,movie,2006,NA,91,"Crime,Drama,Horror",5.9,14560
Fathers' Day,movie,1997,NA,98,"Comedy,Romance",5.3,14556
Grand Canyon,movie,1991,NA,134,"Crime,Drama",6.9,14550
Shameless,tvSeries,2004,2013,90,"Comedy,Crime,Drama",8,14548
Sukiyaki Western Django,movie,2007,NA,121,"Action,Western",6.2,14539
The Greatest Movie Ever Sold,movie,2011,NA,90,"Comedy,Documentary",6.6,14536
The 36th Chamber of Shaolin,movie,1978,NA,116,"Action,Adventure,Drama",7.7,14529
The Darkness,movie,2016,NA,92,"Horror,Thriller",4.4,14525
The Finder,tvSeries,2012,2012,44,"Comedy,Crime,Drama",7.7,14525
Smokey and the Bandit II,movie,1980,NA,101,"Action,Comedy",5.3,14515
The Brass Teapot,movie,2012,NA,101,"Comedy,Fantasy,Thriller",6.4,14514
Head in the Clouds,movie,2004,NA,132,"Drama,Romance,War",6.6,14507
Who's Your Caddy?,movie,2007,NA,93,"Comedy,Sport",2.2,14505
Dirty John,tvSeries,2018,NA,44,"Crime,Drama",7.2,14503
Chapter Six: The Spy,tvEpisode,2017,NA,51,"Drama,Fantasy,Horror",9.2,14501
The Kitchen,movie,2019,NA,102,"Action,Crime,Drama",5.5,14500
Lootera,movie,2013,NA,136,"Drama,Romance",7.3,14498
Dil Dhadakne Do,movie,2015,NA,170,"Comedy,Drama,Romance",6.9,14498
Caddyshack II,movie,1988,NA,98,"Comedy,Sport",3.8,14492
Paparazzi,movie,2004,NA,84,"Action,Crime,Drama",5.8,14489
The Entity,movie,1982,NA,125,"Drama,Horror",6.7,14488
Half Past Dead,movie,2002,NA,98,"Action,Crime,Thriller",4.7,14484
200 Cigarettes,movie,1999,NA,101,"Comedy,Drama,Romance",6,14483
Gridlock'd,movie,1997,NA,91,"Comedy,Crime,Drama",6.9,14479
Sonnie's Edge,tvEpisode,2019,NA,17,"Animation,Comedy,Fantasy",8.3,14479
Opera,movie,1987,NA,107,"Crime,Horror,Mystery",7,14478
Grandma,movie,2015,NA,79,"Comedy,Drama",6.7,14474
The Girl with the Red Scarf,movie,1977,NA,90,"Drama,Romance",8.6,14469
The Legend of Bhagat Singh,movie,2002,NA,155,"Action,Biography,Drama",8.1,14464
The Command,movie,2018,NA,117,"Action,Adventure,Drama",6.6,14459
The Wraith,movie,1986,NA,93,"Action,Horror,Romance",6,14458
Chapter Four: The Sauna Test,tvEpisode,2019,NA,52,"Drama,Fantasy,Horror",9,14456
Wilde,movie,1997,NA,118,"Biography,Drama,Romance",6.9,14449
Unlawful Entry,movie,1992,NA,111,"Crime,Drama,Thriller",6.3,14441
Sarabhai vs Sarabhai,tvSeries,2004,2017,30,Comedy,8.9,14440
RuPaul's Drag Race,tvSeries,2009,NA,45,"Game-Show,Reality-TV",8.5,14438
Vehicle 19,movie,2013,NA,85,"Action,Thriller",4.9,14434
Darkwing Duck,tvSeries,1991,1992,30,"Action,Adventure,Animation",7.6,14422
Lord of Illusions,movie,1995,NA,109,"Horror,Mystery,Thriller",6.1,14421
Five Minarets in New York,movie,2010,NA,119,"Action,Thriller",5.8,14417
Lucas,movie,1986,NA,100,"Comedy,Drama,Romance",6.9,14409
Little Big Soldier,movie,2010,NA,96,"Action,Adventure,Comedy",6.9,14408
Struck by Lightning,movie,2012,NA,90,"Comedy,Drama",6.3,14399
Mafia!,movie,1998,NA,87,"Comedy,Crime",5.7,14387
Eye of the Beholder,movie,1999,NA,109,"Drama,Mystery,Thriller",5.1,14386
Kolya,movie,1996,NA,105,"Comedy,Drama,Music",7.8,14372
Beyond the Sea,movie,2004,NA,118,"Biography,Drama,Music",6.7,14371
Down,tvEpisode,2009,NA,47,"Crime,Drama,Thriller",8.3,14371
Blood: The Last Vampire,movie,2009,NA,91,"Action,Adventure,Fantasy",5.3,14370
Falling Inn Love,movie,2019,NA,98,"Comedy,Romance",5.6,14369
Reversal of Fortune,movie,1990,NA,111,"Biography,Drama,Mystery",7.2,14367
"Pretty Village, Pretty Flame",movie,1996,NA,115,"Comedy,Drama,History",8.7,14352
Staying Alive,movie,1983,NA,93,"Drama,Music,Romance",4.7,14347
The Life and Death of Peter Sellers,movie,2004,NA,122,"Biography,Comedy,Drama",6.9,14343
The Human Centipede III (Final Sequence),movie,2015,NA,102,"Comedy,Crime,Horror",2.7,14334
Company,movie,2002,NA,142,"Action,Crime,Drama",8,14318
The Dead Girl,movie,2006,NA,85,"Crime,Drama,Mystery",6.6,14318
Pina,movie,2011,NA,103,"Documentary,Music",7.7,14318
Alex Strangelove,movie,2018,NA,99,"Comedy,Drama,Romance",6.3,14318
Kibar Feyzo,movie,1978,NA,83,"Comedy,Romance",8.7,14315
Chapter 7: The Reckoning,tvEpisode,2019,NA,41,"Action,Adventure,Sci-Fi",9.1,14303
A Young Doctor's Notebook & Other Stories,tvSeries,2012,2013,23,"Comedy,Drama",7.9,14302
Berberian Sound Studio,movie,2012,NA,92,"Drama,Horror,Thriller",6.2,14301
Gossip,movie,2000,NA,90,"Drama,Mystery,Thriller",5.9,14300
CJ7,movie,2008,NA,88,"Comedy,Drama,Family",6.4,14291
The Banger Sisters,movie,2002,NA,98,"Comedy,Drama",5.6,14284
Life's Too Short,tvSeries,2011,2013,30,Comedy,7.5,14277
Two Brothers,movie,2004,NA,109,"Adventure,Drama,Family",7.1,14276
Pickle Rick,tvEpisode,2017,NA,23,"Adventure,Animation,Comedy",9.3,14274
Soapdish,movie,1991,NA,97,"Comedy,Romance",6.6,14272
Chalte Chalte,movie,2003,NA,167,"Drama,Romance",6.6,14263
Miss Americana,movie,2020,NA,85,Documentary,7.4,14252
The Insult,movie,2017,NA,113,"Crime,Drama,Thriller",7.7,14248
The Myth,movie,2005,NA,122,"Action,Adventure,Comedy",6.1,14244
The Stray,tvEpisode,2016,NA,59,"Drama,Mystery,Sci-Fi",8.4,14242
Azumi,movie,2003,NA,128,"Action,Adventure,Drama",6.8,14237
Bit by a Dead Bee,tvEpisode,2009,NA,47,"Crime,Drama,Thriller",8.4,14237
Death Wish II,movie,1982,NA,89,"Action,Crime,Drama",6.1,14225
Ready to Wear,movie,1994,NA,133,"Comedy,Drama",5.1,14221
Down to You,movie,2000,NA,91,"Comedy,Drama,Romance",5,14221
Rory O'Shea Was Here,movie,2004,NA,104,"Comedy,Drama",7.8,14221
Made in Dagenham,movie,2010,NA,113,"Biography,Comedy,Drama",7.2,14221
The Scarlet Letter,movie,1995,NA,135,"Drama,Romance",5.3,14218
Dissonance Theory,tvEpisode,2016,NA,58,"Drama,Mystery,Sci-Fi",8.7,14218
Assassination Nation,movie,2018,NA,108,"Action,Comedy,Crime",5.9,14213
MI-5,tvSeries,2002,2011,60,"Action,Crime,Drama",8.2,14211
L'Atalante,movie,1934,NA,89,"Comedy,Drama,Romance",7.8,14206
I'm Not Scared,movie,2003,NA,108,"Crime,Drama,Mystery",7.4,14206
Lie with Me,movie,2005,NA,93,"Drama,Romance",5.3,14206
Before the Fall,movie,2004,NA,117,"Drama,Sport,Thriller",7.4,14204
Krypton,tvSeries,2018,2019,45,"Action,Adventure,Drama",6.9,14204
About Last Night,movie,1986,NA,113,"Comedy,Drama,Romance",6.3,14187
Maniac,movie,1980,NA,87,"Crime,Drama,Horror",6.5,14183
Water,movie,2005,NA,117,Drama,7.7,14177
Pew News,tvSeries,2018,2020,15,"Comedy,News",9,14163
Recep Ivedik 5,movie,2017,NA,114,Comedy,3.3,14162
The Marathon Family,movie,1982,NA,92,"Comedy,Drama",9,14155
Gargoyles,tvSeries,1994,1996,30,"Action,Adventure,Animation",8.1,14153
The Class,movie,2007,NA,99,Drama,7.9,14150
Inuyasha,tvSeries,2000,2004,24,"Action,Adventure,Animation",7.9,14143
Marmaduke,movie,2010,NA,99,"Comedy,Family",4.3,14138
Earth,movie,2007,NA,90,Documentary,8,14134
Battle in Seattle,movie,2007,NA,99,"Action,Drama",6.7,14131
10 Items or Less,movie,2006,NA,82,"Comedy,Drama",6.6,14129
Lore,movie,2012,NA,109,"Drama,Romance,War",7.1,14127
Please Like Me,tvSeries,2013,2016,29,"Comedy,Drama,Romance",8.5,14125
Society,movie,1989,NA,99,"Comedy,Horror",6.5,14117
The Kid Who Would Be King,movie,2019,NA,120,"Action,Adventure,Family",6,14117
Vizontele Tuuba,movie,2003,NA,111,"Comedy,Drama",6.5,14116
Away,tvSeries,2020,NA,NA,"Drama,Romance,Sci-Fi",6.6,14115
Mr. Magoo,movie,1997,NA,87,"Adventure,Comedy,Family",4,14114
The Russia House,movie,1990,NA,123,"Drama,Romance,Thriller",6.1,14113
Paulie,movie,1998,NA,91,"Adventure,Comedy,Drama",6.5,14109
Final Girl,movie,2015,NA,84,"Horror,Thriller",4.7,14102
Sandy Wexler,movie,2017,NA,130,Comedy,5.2,14093
Ratched,tvSeries,2020,NA,NA,"Crime,Drama,Mystery",7.4,14093
Mommie Dearest,movie,1981,NA,129,"Biography,Drama",6.7,14092
Burnt by the Sun,movie,1994,NA,135,"Drama,History,War",7.9,14088
Biloxi Blues,movie,1988,NA,106,"Comedy,Drama",6.6,14087
Mandala,tvEpisode,2009,NA,47,"Crime,Drama,Thriller",8.9,14083
Home Sweet Hell,movie,2015,NA,98,"Comedy,Crime,Thriller",5.4,14083
Welcome to Collinwood,movie,2002,NA,86,"Comedy,Crime",6.4,14080
The New Daughter,movie,2009,NA,108,"Horror,Thriller",5.3,14073
Holiday,movie,1938,NA,95,"Comedy,Romance",7.8,14071
Daybreak,tvSeries,2019,2019,60,"Action,Adventure,Comedy",6.7,14070
My Beautiful Laundrette,movie,1985,NA,97,"Comedy,Drama,Romance",6.8,14068
Glitch,tvSeries,2015,2019,45,"Drama,Sci-Fi",7.4,14066
Bull,tvSeries,2016,NA,60,"Comedy,Crime,Drama",7,14063
Contracted,movie,2013,NA,84,"Drama,Horror,Thriller",5.3,14059
Barbershop 2: Back in Business,movie,2004,NA,106,"Comedy,Drama",5.7,14056
Better Living Through Chemistry,movie,2014,NA,91,"Comedy,Drama",6.3,14056
The Man Who Cried,movie,2000,NA,100,"Drama,Music,Romance",6.2,14049
Breathe In,movie,2013,NA,98,"Drama,Romance",6.4,14043
Orlando,movie,1992,NA,94,"Biography,Drama,Fantasy",7.2,14039
Black and Blue,movie,2019,NA,108,"Action,Crime,Drama",6.3,14036
Singh Is King,movie,2008,NA,135,"Action,Comedy,Crime",5.7,14032
Momentum,movie,2015,NA,96,"Action,Crime,Thriller",5.5,14027
Crossroads,movie,1986,NA,99,"Drama,Music,Mystery",7.1,14024
April Fool's Day,movie,1986,NA,89,"Horror,Mystery",6.2,14023
Grounded for Life,tvSeries,2001,2005,22,Comedy,7.4,14011
Galavant,tvSeries,2015,2016,22,"Adventure,Comedy,Fantasy",8.1,14009
The Princess and the Warrior,movie,2000,NA,135,"Drama,Mystery,Romance",7.5,14007
Kiss of the Spider Woman,movie,1985,NA,120,Drama,7.4,13995
Vampire's Kiss,movie,1988,NA,103,"Comedy,Horror",6,13993
Tengen toppa gurren lagann,tvSeries,2007,2008,24,"Action,Adventure,Animation",8.3,13991
"You, the Living",movie,2007,NA,95,"Comedy,Drama,Music",7.5,13990
Singham,movie,2011,NA,143,"Action,Drama",6.8,13976
Lovecraft Country,tvSeries,2020,NA,60,"Drama,Fantasy,Horror",7.2,13975
Evil Under the Sun,movie,1982,NA,117,"Crime,Drama,Mystery",7.1,13973
The Last Supper,movie,1995,NA,92,"Comedy,Crime,Drama",6.7,13969
The Driver,movie,1978,NA,91,"Action,Crime,Thriller",7.2,13966
Hangman,movie,2017,NA,98,"Crime,Drama,Mystery",5.2,13960
Tubelight,movie,2017,NA,136,"Drama,War",4,13960
A Fantastic Fear of Everything,movie,2012,NA,100,"Comedy,Horror",5.8,13959
My Fellow Americans,movie,1996,NA,101,"Adventure,Comedy",6.5,13953
Alien Nation,movie,1988,NA,91,"Action,Sci-Fi",6.3,13951
Lovewrecked,movie,2005,NA,87,"Adventure,Comedy,Romance",4.8,13950
Nayak: The Real Hero,movie,2001,NA,187,"Action,Drama,Thriller",7.8,13949
Ronaldo,movie,2015,NA,102,"Biography,Documentary,Sport",6.4,13949
The I-Land,tvSeries,2019,2019,40,"Adventure,Drama,Mystery",4.5,13949
The Musketeer,movie,2001,NA,104,"Action,Adventure,Romance",4.9,13948
The Lifeguard,movie,2013,NA,98,"Drama,Romance",5.6,13947
Bobby Z,movie,2007,NA,97,"Action,Crime,Thriller",5.9,13942
Intolerance: Love's Struggle Throughout the Ages,movie,1916,NA,163,"Drama,History",7.7,13941
At Close Range,movie,1986,NA,111,"Crime,Drama",7,13938
Powder Blue,movie,2009,NA,106,Drama,6.3,13937
Raising Cain,movie,1992,NA,92,"Crime,Drama,Horror",6.1,13935
Breakage,tvEpisode,2009,NA,47,"Crime,Drama,Thriller",8.4,13932
Haunted Houses,tvEpisode,2014,NA,59,"Crime,Drama,Mystery",9.2,13931
Elling,movie,2001,NA,89,"Comedy,Drama",7.5,13916
The Philadelphia Experiment,movie,1984,NA,102,"Adventure,Drama,Romance",6.1,13914
Benny's Video,movie,1992,NA,105,"Crime,Drama",7.2,13914
Conquer,tvEpisode,2015,NA,65,"Drama,Horror,Thriller",9.3,13912
Mr Selfridge,tvSeries,2013,2016,45,Drama,7.7,13903
Set It Off,movie,1996,NA,123,"Action,Crime,Drama",6.9,13902
The Wild Thornberrys,movie,2002,NA,85,"Adventure,Animation,Comedy",5.6,13900
Negro Y Azul,tvEpisode,2009,NA,47,"Crime,Drama,Thriller",8.7,13900
Senseless,movie,1998,NA,93,"Comedy,Romance",6.1,13898
Jimmy Kimmel Live!,tvSeries,2003,NA,60,"Comedy,Music,Talk-Show",6.6,13889
Agent Cody Banks 2: Destination London,movie,2004,NA,100,"Action,Adventure,Comedy",4.6,13887
Mary Reilly,movie,1996,NA,108,"Drama,Horror,Romance",5.8,13876
Anniyan,movie,2005,NA,181,"Action,Drama,Thriller",8.2,13869
The Lizard,movie,2004,NA,115,"Comedy,Drama",8.5,13868
Breathe,tvSeries,2018,NA,45,"Drama,Thriller",8.4,13868
Body of Evidence,movie,1992,NA,99,"Drama,Thriller",4.5,13867
Kenan & Kel,tvSeries,1996,2000,30,"Comedy,Family",7.8,13863
Days of Glory,movie,2006,NA,123,"Action,Drama,War",7,13862
The Angry Video Game Nerd,tvSeries,2004,NA,35,"Comedy,Talk-Show",8.5,13860
The Road Within,movie,2014,NA,100,"Comedy,Drama",7.1,13848
Leatherface: Texas Chainsaw Massacre III,movie,1990,NA,85,"Horror,Thriller",5.1,13838
